nombre,apellido_1,apellido_2,dni,email,telefono,movil,fecha_nacimiento,curso,fecha_matriculacion,poblacion,provincia,calle,extension,asignatura,nota
Jesus,Castro,Pascual,3787517S,jesus.castro.pascual@gmail.com,937977607,685273607,2012-01-24,Desarrollo Web Full Stack,2023-10-31,Santa Eugènia de Berga,Barcelona,Miguel de Cervantes,79 3Izq.,Prompt Engineering,5
Jesus,Castro,Pascual,3787517S,jesus.castro.pascual@gmail.com,937977607,685273607,2012-01-24,Desarrollo Web Full Stack,2023-10-31,Santa Eugènia de Berga,Barcelona,Miguel de Cervantes,79 3Izq.,Git & GitHub,7
Jesus,Castro,Pascual,3787517S,jesus.castro.pascual@gmail.com,937977607,685273607,2012-01-24,Desarrollo Web Full Stack,2023-10-31,Santa Eugènia de Berga,Barcelona,Miguel de Cervantes,79 3Izq.,"Fundamentos de Web: HTML5, CSS3",6
Jesus,Castro,Pascual,3787517S,jesus.castro.pascual@gmail.com,937977607,685273607,2012-01-24,Desarrollo Web Full Stack,2023-10-31,Santa Eugènia de Berga,Barcelona,Miguel de Cervantes,79 3Izq.,Modelado de datos & SQL,1
Jesus,Castro,Pascual,3787517S,jesus.castro.pascual@gmail.com,937977607,685273607,2012-01-24,Desarrollo Web Full Stack,2023-10-31,Santa Eugènia de Berga,Barcelona,Miguel de Cervantes,79 3Izq.,Introducción a JavaScript,6
Jesus,Castro,Pascual,3787517S,jesus.castro.pascual@gmail.com,937977607,685273607,2012-01-24,Desarrollo Web Full Stack,2023-10-31,Santa Eugènia de Berga,Barcelona,Miguel de Cervantes,79 3Izq.,Fundamentos de React,6
Jesus,Castro,Pascual,3787517S,jesus.castro.pascual@gmail.com,937977607,685273607,2012-01-24,Desarrollo Web Full Stack,2023-10-31,Santa Eugènia de Berga,Barcelona,Miguel de Cervantes,79 3Izq.,Desarrollo frontend con JavaScript,9
Jesus,Castro,Pascual,3787517S,jesus.castro.pascual@gmail.com,937977607,685273607,2012-01-24,Desarrollo Web Full Stack,2023-10-31,Santa Eugènia de Berga,Barcelona,Miguel de Cervantes,79 3Izq.,Web Components,10
Jesus,Castro,Pascual,3787517S,jesus.castro.pascual@gmail.com,937977607,685273607,2012-01-24,Desarrollo Web Full Stack,2023-10-31,Santa Eugènia de Berga,Barcelona,Miguel de Cervantes,79 3Izq.,Testing con JavaScript,7
Rosario,Ramos,Crespo,9704444P,rosario.ramos.crespo@gmail.com,990602186,693012899,1993-05-25,Desarrollo Web Full Stack,2023-10-25,Alcublas,Valencia/València,Fuente,58 4D,Prompt Engineering,7
Rosario,Ramos,Crespo,9704444P,rosario.ramos.crespo@gmail.com,990602186,693012899,1993-05-25,Desarrollo Web Full Stack,2023-10-25,Alcublas,Valencia/València,Fuente,58 4D,Git & GitHub,0
Rosario,Ramos,Crespo,9704444P,rosario.ramos.crespo@gmail.com,990602186,693012899,1993-05-25,Desarrollo Web Full Stack,2023-10-25,Alcublas,Valencia/València,Fuente,58 4D,"Fundamentos de Web: HTML5, CSS3",1
Rosario,Ramos,Crespo,9704444P,rosario.ramos.crespo@gmail.com,990602186,693012899,1993-05-25,Desarrollo Web Full Stack,2023-10-25,Alcublas,Valencia/València,Fuente,58 4D,Modelado de datos & SQL,10
Rosario,Ramos,Crespo,9704444P,rosario.ramos.crespo@gmail.com,990602186,693012899,1993-05-25,Desarrollo Web Full Stack,2023-10-25,Alcublas,Valencia/València,Fuente,58 4D,Introducción a JavaScript,4
Rosario,Ramos,Crespo,9704444P,rosario.ramos.crespo@gmail.com,990602186,693012899,1993-05-25,Desarrollo Web Full Stack,2023-10-25,Alcublas,Valencia/València,Fuente,58 4D,Fundamentos de React,0
Rosario,Ramos,Crespo,9704444P,rosario.ramos.crespo@gmail.com,990602186,693012899,1993-05-25,Desarrollo Web Full Stack,2023-10-25,Alcublas,Valencia/València,Fuente,58 4D,Desarrollo frontend con JavaScript,1
Rosario,Ramos,Crespo,9704444P,rosario.ramos.crespo@gmail.com,990602186,693012899,1993-05-25,Desarrollo Web Full Stack,2023-10-25,Alcublas,Valencia/València,Fuente,58 4D,Web Components,3
Rosario,Ramos,Crespo,9704444P,rosario.ramos.crespo@gmail.com,990602186,693012899,1993-05-25,Desarrollo Web Full Stack,2023-10-25,Alcublas,Valencia/València,Fuente,58 4D,Frontend PRO,6
Rosario,Ramos,Crespo,9704444P,rosario.ramos.crespo@gmail.com,990602186,693012899,1993-05-25,Desarrollo Web Full Stack,2023-10-25,Alcublas,Valencia/València,Fuente,58 4D,Testing con JavaScript,2
Sergio,Molina,Santana,9071977H,sergio.molina.santana@gmail.com,966790048,608405891,2001-05-13,Aprende a Programar desde Cero,2023-10-27,Zerain,Gipuzkoa,Gloria Fuertes,30 3A,Fundamentos de programación,0
Sergio,Molina,Santana,9071977H,sergio.molina.santana@gmail.com,966790048,608405891,2001-05-13,Aprende a Programar desde Cero,2023-10-27,Zerain,Gipuzkoa,Gloria Fuertes,30 3A,Introducción a Python,10
Sergio,Molina,Santana,9071977H,sergio.molina.santana@gmail.com,966790048,608405891,2001-05-13,Aprende a Programar desde Cero,2023-10-27,Zerain,Gipuzkoa,Gloria Fuertes,30 3A,Introducción a Java,2
Sergio,Molina,Santana,9071977H,sergio.molina.santana@gmail.com,966790048,608405891,2001-05-13,Aprende a Programar desde Cero,2023-10-27,Zerain,Gipuzkoa,Gloria Fuertes,30 3A,Prompt Engineering,3
Maria carmen,Cortes,Rodriguez,8426757V,maria carmen.cortes.rodriguez@gmail.com,909096312,684539787,2000-06-06,DevOps & Cloud Computing Full Stack,2023-10-11,Quintanilla del Monte,Zamora,Monjas,28 3B,Docker,8
Maria carmen,Cortes,Rodriguez,8426757V,maria carmen.cortes.rodriguez@gmail.com,909096312,684539787,2000-06-06,DevOps & Cloud Computing Full Stack,2023-10-11,Quintanilla del Monte,Zamora,Monjas,28 3B,Base Linux,5
Maria carmen,Cortes,Rodriguez,8426757V,maria carmen.cortes.rodriguez@gmail.com,909096312,684539787,2000-06-06,DevOps & Cloud Computing Full Stack,2023-10-11,Quintanilla del Monte,Zamora,Monjas,28 3B,Python,5
Raul,Vega,Rojas,2131736G,raul.vega.rojas@gmail.com,988918970,625886996,1993-06-25,Aprende a Programar desde Cero,2023-10-19,Turégano,Segovia,Bartolomé Esteban Murillo,100 3C,Fundamentos de programación,8
Raul,Vega,Rojas,2131736G,raul.vega.rojas@gmail.com,988918970,625886996,1993-06-25,Aprende a Programar desde Cero,2023-10-19,Turégano,Segovia,Bartolomé Esteban Murillo,100 3C,Introducción a Python,2
Raul,Vega,Rojas,2131736G,raul.vega.rojas@gmail.com,988918970,625886996,1993-06-25,Aprende a Programar desde Cero,2023-10-19,Turégano,Segovia,Bartolomé Esteban Murillo,100 3C,Introducción a Java,1
Raul,Vega,Rojas,2131736G,raul.vega.rojas@gmail.com,988918970,625886996,1993-06-25,Aprende a Programar desde Cero,2023-10-19,Turégano,Segovia,Bartolomé Esteban Murillo,100 3C,Prompt Engineering,8
Maria rosa,Ortega,Gutierrez,9447702S,maria rosa.ortega.gutierrez@gmail.com,910679952,608481130,2006-07-14,Aprende a Programar desde Cero,2023-10-21,Camponaraya,León,Mariana Pineda,17 2D,Fundamentos de programación,9
Maria rosa,Ortega,Gutierrez,9447702S,maria rosa.ortega.gutierrez@gmail.com,910679952,608481130,2006-07-14,Aprende a Programar desde Cero,2023-10-21,Camponaraya,León,Mariana Pineda,17 2D,Introducción a Python,3
Maria rosa,Ortega,Gutierrez,9447702S,maria rosa.ortega.gutierrez@gmail.com,910679952,608481130,2006-07-14,Aprende a Programar desde Cero,2023-10-21,Camponaraya,León,Mariana Pineda,17 2D,Introducción a Java,3
Maria rosa,Ortega,Gutierrez,9447702S,maria rosa.ortega.gutierrez@gmail.com,910679952,608481130,2006-07-14,Aprende a Programar desde Cero,2023-10-21,Camponaraya,León,Mariana Pineda,17 2D,Prompt Engineering,6
Olga,Santos,Bravo,1445511F,olga.santos.bravo@gmail.com,984380165,694799792,2010-08-03,DevOps & Cloud Computing Full Stack,2023-09-21,Pozal de Gallinas,Valladolid,Concepción Arenal,47 1B,Introducción Despliegue en Servidores,10
Olga,Santos,Bravo,1445511F,olga.santos.bravo@gmail.com,984380165,694799792,2010-08-03,DevOps & Cloud Computing Full Stack,2023-09-21,Pozal de Gallinas,Valladolid,Concepción Arenal,47 1B,Python,6
Olga,Santos,Bravo,1445511F,olga.santos.bravo@gmail.com,984380165,694799792,2010-08-03,DevOps & Cloud Computing Full Stack,2023-09-21,Pozal de Gallinas,Valladolid,Concepción Arenal,47 1B,Plataformas Cloud y Kubernetes,6
Maria teresa,Santos,Alvarez,6471029W,maria teresa.santos.alvarez@gmail.com,986332249,657892902,2008-04-29,Desarrollo Web Full Stack,2023-10-30,Pozal de Gallinas,Valladolid,Juan Ramón Jiménez,21 3B,Prompt Engineering,3
Maria teresa,Santos,Alvarez,6471029W,maria teresa.santos.alvarez@gmail.com,986332249,657892902,2008-04-29,Desarrollo Web Full Stack,2023-10-30,Pozal de Gallinas,Valladolid,Juan Ramón Jiménez,21 3B,Git & GitHub,2
Maria teresa,Santos,Alvarez,6471029W,maria teresa.santos.alvarez@gmail.com,986332249,657892902,2008-04-29,Desarrollo Web Full Stack,2023-10-30,Pozal de Gallinas,Valladolid,Juan Ramón Jiménez,21 3B,"Fundamentos de Web: HTML5, CSS3",9
Maria teresa,Santos,Alvarez,6471029W,maria teresa.santos.alvarez@gmail.com,986332249,657892902,2008-04-29,Desarrollo Web Full Stack,2023-10-30,Pozal de Gallinas,Valladolid,Juan Ramón Jiménez,21 3B,Modelado de datos & SQL,7
Maria teresa,Santos,Alvarez,6471029W,maria teresa.santos.alvarez@gmail.com,986332249,657892902,2008-04-29,Desarrollo Web Full Stack,2023-10-30,Pozal de Gallinas,Valladolid,Juan Ramón Jiménez,21 3B,Introducción a JavaScript,2
Maria teresa,Santos,Alvarez,6471029W,maria teresa.santos.alvarez@gmail.com,986332249,657892902,2008-04-29,Desarrollo Web Full Stack,2023-10-30,Pozal de Gallinas,Valladolid,Juan Ramón Jiménez,21 3B,Fundamentos de React,0
Maria teresa,Santos,Alvarez,6471029W,maria teresa.santos.alvarez@gmail.com,986332249,657892902,2008-04-29,Desarrollo Web Full Stack,2023-10-30,Pozal de Gallinas,Valladolid,Juan Ramón Jiménez,21 3B,Desarrollo frontend con JavaScript,2
Maria teresa,Santos,Alvarez,6471029W,maria teresa.santos.alvarez@gmail.com,986332249,657892902,2008-04-29,Desarrollo Web Full Stack,2023-10-30,Pozal de Gallinas,Valladolid,Juan Ramón Jiménez,21 3B,Web Components,5
Maria teresa,Santos,Alvarez,6471029W,maria teresa.santos.alvarez@gmail.com,986332249,657892902,2008-04-29,Desarrollo Web Full Stack,2023-10-30,Pozal de Gallinas,Valladolid,Juan Ramón Jiménez,21 3B,Frontend PRO,10
Maria teresa,Santos,Alvarez,6471029W,maria teresa.santos.alvarez@gmail.com,986332249,657892902,2008-04-29,Desarrollo Web Full Stack,2023-10-30,Pozal de Gallinas,Valladolid,Juan Ramón Jiménez,21 3B,Testing con JavaScript,10
Josefa,Arias,Gil,1376682V,josefa.arias.gil@gmail.com,974955682,690783842,1999-05-15,Marketing Digital y Análisis de Datos,2023-10-28,Peñarrubia,Cantabria,Mariana Pineda,25 4Der.,Ecommerce – Plan de desarrollo y Estrategia,1
Josefa,Arias,Gil,1376682V,josefa.arias.gil@gmail.com,974955682,690783842,1999-05-15,Marketing Digital y Análisis de Datos,2023-10-28,Peñarrubia,Cantabria,Mariana Pineda,25 4Der.,SEO – Posicionamiento en buscadores,4
Josefa,Arias,Gil,1376682V,josefa.arias.gil@gmail.com,974955682,690783842,1999-05-15,Marketing Digital y Análisis de Datos,2023-10-28,Peñarrubia,Cantabria,Mariana Pineda,25 4Der.,"SEM, PPC, Display & Social Ads",7
Josefa,Arias,Gil,1376682V,josefa.arias.gil@gmail.com,974955682,690783842,1999-05-15,Marketing Digital y Análisis de Datos,2023-10-28,Peñarrubia,Cantabria,Mariana Pineda,25 4Der.,Email Marketing,1
Manuel,Herrera,Crespo,4247529G,manuel.herrera.crespo@gmail.com,925118392,673607458,2001-01-08,DevOps & Cloud Computing Full Stack,2023-09-21,Dehesas de Guadix,Granada,María Zambrano,68 3B,Docker,3
Manuel,Herrera,Crespo,4247529G,manuel.herrera.crespo@gmail.com,925118392,673607458,2001-01-08,DevOps & Cloud Computing Full Stack,2023-09-21,Dehesas de Guadix,Granada,María Zambrano,68 3B,Base Linux,0
Manuel,Herrera,Crespo,4247529G,manuel.herrera.crespo@gmail.com,925118392,673607458,2001-01-08,DevOps & Cloud Computing Full Stack,2023-09-21,Dehesas de Guadix,Granada,María Zambrano,68 3B,Introducción Despliegue en Servidores,3
Manuel,Herrera,Crespo,4247529G,manuel.herrera.crespo@gmail.com,925118392,673607458,2001-01-08,DevOps & Cloud Computing Full Stack,2023-09-21,Dehesas de Guadix,Granada,María Zambrano,68 3B,Python,3
Manuel,Herrera,Crespo,4247529G,manuel.herrera.crespo@gmail.com,925118392,673607458,2001-01-08,DevOps & Cloud Computing Full Stack,2023-09-21,Dehesas de Guadix,Granada,María Zambrano,68 3B,Plataformas Cloud y Kubernetes,0
Luis,Lozano,Sanz,5212903E,luis.lozano.sanz@gmail.com,904416969,620658778,2000-04-19,Desarrollo de Apps Móviles Full Stack,2023-10-31,Alborea,Albacete,Monjas,84 1C,Swift desde 0,1
Luis,Lozano,Sanz,5212903E,luis.lozano.sanz@gmail.com,904416969,620658778,2000-04-19,Desarrollo de Apps Móviles Full Stack,2023-10-31,Alborea,Albacete,Monjas,84 1C,Swift & Storyboards,5
Luis,Lozano,Sanz,5212903E,luis.lozano.sanz@gmail.com,904416969,620658778,2000-04-19,Desarrollo de Apps Móviles Full Stack,2023-10-31,Alborea,Albacete,Monjas,84 1C,Kotlin desde cero,0
Luis,Lozano,Sanz,5212903E,luis.lozano.sanz@gmail.com,904416969,620658778,2000-04-19,Desarrollo de Apps Móviles Full Stack,2023-10-31,Alborea,Albacete,Monjas,84 1C,Kotlin Avanzado,3
Luis,Lozano,Sanz,5212903E,luis.lozano.sanz@gmail.com,904416969,620658778,2000-04-19,Desarrollo de Apps Móviles Full Stack,2023-10-31,Alborea,Albacete,Monjas,84 1C,Modelado de datos & SQL,10
Luis,Lozano,Sanz,5212903E,luis.lozano.sanz@gmail.com,904416969,620658778,2000-04-19,Desarrollo de Apps Móviles Full Stack,2023-10-31,Alborea,Albacete,Monjas,84 1C,Introducción a GNU/Linux,9
Luis,Lozano,Sanz,5212903E,luis.lozano.sanz@gmail.com,904416969,620658778,2000-04-19,Desarrollo de Apps Móviles Full Stack,2023-10-31,Alborea,Albacete,Monjas,84 1C,Fundamentos de Autolayout,6
Luis,Lozano,Sanz,5212903E,luis.lozano.sanz@gmail.com,904416969,620658778,2000-04-19,Desarrollo de Apps Móviles Full Stack,2023-10-31,Alborea,Albacete,Monjas,84 1C,Arquitectura y código de calidad,9
Luis,Lozano,Sanz,5212903E,luis.lozano.sanz@gmail.com,904416969,620658778,2000-04-19,Desarrollo de Apps Móviles Full Stack,2023-10-31,Alborea,Albacete,Monjas,84 1C,Fundamentos de ConstraintLayout,5
Maria luisa,Torres,Santos,8845544C,maria luisa.torres.santos@gmail.com,955650540,638609541,1991-12-08,Aprende a Programar desde Cero,2023-10-04,Sant Pol de Mar,Barcelona,Pablo Picasso,99 3C,Fundamentos de programación,0
Maria luisa,Torres,Santos,8845544C,maria luisa.torres.santos@gmail.com,955650540,638609541,1991-12-08,Aprende a Programar desde Cero,2023-10-04,Sant Pol de Mar,Barcelona,Pablo Picasso,99 3C,Introducción a Java,7
Maria luisa,Torres,Santos,8845544C,maria luisa.torres.santos@gmail.com,955650540,638609541,1991-12-08,Aprende a Programar desde Cero,2023-10-04,Sant Pol de Mar,Barcelona,Pablo Picasso,99 3C,Prompt Engineering,1
Pablo,Hernandez,Soler,5183383B,pablo.hernandez.soler@gmail.com,939681703,640131503,2002-05-27,Desarrollo de Apps Móviles Full Stack,2023-10-13,Gordexola,Bizkaia,Concepción Arenal,100 3Der.,Swift desde 0,8
Pablo,Hernandez,Soler,5183383B,pablo.hernandez.soler@gmail.com,939681703,640131503,2002-05-27,Desarrollo de Apps Móviles Full Stack,2023-10-13,Gordexola,Bizkaia,Concepción Arenal,100 3Der.,Swift & Storyboards,10
Pablo,Hernandez,Soler,5183383B,pablo.hernandez.soler@gmail.com,939681703,640131503,2002-05-27,Desarrollo de Apps Móviles Full Stack,2023-10-13,Gordexola,Bizkaia,Concepción Arenal,100 3Der.,Kotlin desde cero,4
Pablo,Hernandez,Soler,5183383B,pablo.hernandez.soler@gmail.com,939681703,640131503,2002-05-27,Desarrollo de Apps Móviles Full Stack,2023-10-13,Gordexola,Bizkaia,Concepción Arenal,100 3Der.,Kotlin Avanzado,8
Pablo,Hernandez,Soler,5183383B,pablo.hernandez.soler@gmail.com,939681703,640131503,2002-05-27,Desarrollo de Apps Móviles Full Stack,2023-10-13,Gordexola,Bizkaia,Concepción Arenal,100 3Der.,Modelado de datos & SQL,5
Pablo,Hernandez,Soler,5183383B,pablo.hernandez.soler@gmail.com,939681703,640131503,2002-05-27,Desarrollo de Apps Móviles Full Stack,2023-10-13,Gordexola,Bizkaia,Concepción Arenal,100 3Der.,Introducción a GNU/Linux,2
Pablo,Hernandez,Soler,5183383B,pablo.hernandez.soler@gmail.com,939681703,640131503,2002-05-27,Desarrollo de Apps Móviles Full Stack,2023-10-13,Gordexola,Bizkaia,Concepción Arenal,100 3Der.,Fundamentos de Autolayout,9
Pablo,Hernandez,Soler,5183383B,pablo.hernandez.soler@gmail.com,939681703,640131503,2002-05-27,Desarrollo de Apps Móviles Full Stack,2023-10-13,Gordexola,Bizkaia,Concepción Arenal,100 3Der.,Arquitectura y código de calidad,8
Pablo,Hernandez,Soler,5183383B,pablo.hernandez.soler@gmail.com,939681703,640131503,2002-05-27,Desarrollo de Apps Móviles Full Stack,2023-10-13,Gordexola,Bizkaia,Concepción Arenal,100 3Der.,Fundamentos de ConstraintLayout,2
Mohamed,Lopez,Muñoz,9438451X,mohamed.lopez.muñoz@gmail.com,940989798,632983483,2010-09-13,Aprende a Programar desde Cero,2023-09-21,Comillas,Cantabria,Mercé Rodoreda,100 3A,Fundamentos de programación,3
Mohamed,Lopez,Muñoz,9438451X,mohamed.lopez.muñoz@gmail.com,940989798,632983483,2010-09-13,Aprende a Programar desde Cero,2023-09-21,Comillas,Cantabria,Mercé Rodoreda,100 3A,Introducción a Python,0
Mohamed,Lopez,Muñoz,9438451X,mohamed.lopez.muñoz@gmail.com,940989798,632983483,2010-09-13,Aprende a Programar desde Cero,2023-09-21,Comillas,Cantabria,Mercé Rodoreda,100 3A,Introducción a Java,1
Mohamed,Lopez,Muñoz,9438451X,mohamed.lopez.muñoz@gmail.com,940989798,632983483,2010-09-13,Aprende a Programar desde Cero,2023-09-21,Comillas,Cantabria,Mercé Rodoreda,100 3A,Prompt Engineering,10
Maria luisa,Cruz,Alvarez,5451546V,maria luisa.cruz.alvarez@gmail.com,919246664,684675296,2012-03-14,DevOps & Cloud Computing Full Stack,2023-10-26,Cisneros,Palencia,Concepción Arenal,63 3B,Docker,2
Maria luisa,Cruz,Alvarez,5451546V,maria luisa.cruz.alvarez@gmail.com,919246664,684675296,2012-03-14,DevOps & Cloud Computing Full Stack,2023-10-26,Cisneros,Palencia,Concepción Arenal,63 3B,Base Linux,8
Maria luisa,Cruz,Alvarez,5451546V,maria luisa.cruz.alvarez@gmail.com,919246664,684675296,2012-03-14,DevOps & Cloud Computing Full Stack,2023-10-26,Cisneros,Palencia,Concepción Arenal,63 3B,Introducción Despliegue en Servidores,9
Maria luisa,Cruz,Alvarez,5451546V,maria luisa.cruz.alvarez@gmail.com,919246664,684675296,2012-03-14,DevOps & Cloud Computing Full Stack,2023-10-26,Cisneros,Palencia,Concepción Arenal,63 3B,Python,5
Maria luisa,Cruz,Alvarez,5451546V,maria luisa.cruz.alvarez@gmail.com,919246664,684675296,2012-03-14,DevOps & Cloud Computing Full Stack,2023-10-26,Cisneros,Palencia,Concepción Arenal,63 3B,Plataformas Cloud y Kubernetes,8
Laura,Delgado,Diez,2173943Y,laura.delgado.diez@gmail.com,975412473,665912504,2000-05-21,Ciberseguridad Full Stack,2023-09-21,Guadasséquies,Valencia/València,Monjas,86 2A,Productividad,7
Laura,Delgado,Diez,2173943Y,laura.delgado.diez@gmail.com,975412473,665912504,2000-05-21,Ciberseguridad Full Stack,2023-09-21,Guadasséquies,Valencia/València,Monjas,86 2A,Networking,6
Laura,Delgado,Diez,2173943Y,laura.delgado.diez@gmail.com,975412473,665912504,2000-05-21,Ciberseguridad Full Stack,2023-09-21,Guadasséquies,Valencia/València,Monjas,86 2A,Linux,10
Laura,Delgado,Diez,2173943Y,laura.delgado.diez@gmail.com,975412473,665912504,2000-05-21,Ciberseguridad Full Stack,2023-09-21,Guadasséquies,Valencia/València,Monjas,86 2A,Python,7
Laura,Delgado,Diez,2173943Y,laura.delgado.diez@gmail.com,975412473,665912504,2000-05-21,Ciberseguridad Full Stack,2023-09-21,Guadasséquies,Valencia/València,Monjas,86 2A,Ciberseguridad enfocada en Pentesting,2
Laura,Delgado,Diez,2173943Y,laura.delgado.diez@gmail.com,975412473,665912504,2000-05-21,Ciberseguridad Full Stack,2023-09-21,Guadasséquies,Valencia/València,Monjas,86 2A,Desarrollo seguro de aplicaciones,10
Olga,Calvo,Calvo,1637197B,olga.calvo.calvo@gmail.com,939493728,639676352,2005-03-07,Marketing Digital y Análisis de Datos,2023-10-06,Pozal de Gallinas,Valladolid,Sol,77 4Der.,Ecommerce – Plan de desarrollo y Estrategia,2
Olga,Calvo,Calvo,1637197B,olga.calvo.calvo@gmail.com,939493728,639676352,2005-03-07,Marketing Digital y Análisis de Datos,2023-10-06,Pozal de Gallinas,Valladolid,Sol,77 4Der.,SEO – Posicionamiento en buscadores,0
Olga,Calvo,Calvo,1637197B,olga.calvo.calvo@gmail.com,939493728,639676352,2005-03-07,Marketing Digital y Análisis de Datos,2023-10-06,Pozal de Gallinas,Valladolid,Sol,77 4Der.,"SEM, PPC, Display & Social Ads",3
Olga,Calvo,Calvo,1637197B,olga.calvo.calvo@gmail.com,939493728,639676352,2005-03-07,Marketing Digital y Análisis de Datos,2023-10-06,Pozal de Gallinas,Valladolid,Sol,77 4Der.,Email Marketing,7
Maria antonia,Serrano,Peña,2837114H,maria antonia.serrano.peña@gmail.com,954680084,687490932,2011-04-04,Desarrollo Web Full Stack,2023-10-25,Peñarrubia,Cantabria,Iglesia,62 1A,Prompt Engineering,9
Maria antonia,Serrano,Peña,2837114H,maria antonia.serrano.peña@gmail.com,954680084,687490932,2011-04-04,Desarrollo Web Full Stack,2023-10-25,Peñarrubia,Cantabria,Iglesia,62 1A,Git & GitHub,10
Maria antonia,Serrano,Peña,2837114H,maria antonia.serrano.peña@gmail.com,954680084,687490932,2011-04-04,Desarrollo Web Full Stack,2023-10-25,Peñarrubia,Cantabria,Iglesia,62 1A,"Fundamentos de Web: HTML5, CSS3",0
Maria antonia,Serrano,Peña,2837114H,maria antonia.serrano.peña@gmail.com,954680084,687490932,2011-04-04,Desarrollo Web Full Stack,2023-10-25,Peñarrubia,Cantabria,Iglesia,62 1A,Modelado de datos & SQL,7
Maria antonia,Serrano,Peña,2837114H,maria antonia.serrano.peña@gmail.com,954680084,687490932,2011-04-04,Desarrollo Web Full Stack,2023-10-25,Peñarrubia,Cantabria,Iglesia,62 1A,Introducción a JavaScript,8
Maria antonia,Serrano,Peña,2837114H,maria antonia.serrano.peña@gmail.com,954680084,687490932,2011-04-04,Desarrollo Web Full Stack,2023-10-25,Peñarrubia,Cantabria,Iglesia,62 1A,Fundamentos de React,4
Maria antonia,Serrano,Peña,2837114H,maria antonia.serrano.peña@gmail.com,954680084,687490932,2011-04-04,Desarrollo Web Full Stack,2023-10-25,Peñarrubia,Cantabria,Iglesia,62 1A,Desarrollo frontend con JavaScript,9
Maria antonia,Serrano,Peña,2837114H,maria antonia.serrano.peña@gmail.com,954680084,687490932,2011-04-04,Desarrollo Web Full Stack,2023-10-25,Peñarrubia,Cantabria,Iglesia,62 1A,Web Components,1
Maria antonia,Serrano,Peña,2837114H,maria antonia.serrano.peña@gmail.com,954680084,687490932,2011-04-04,Desarrollo Web Full Stack,2023-10-25,Peñarrubia,Cantabria,Iglesia,62 1A,Frontend PRO,3
Maria antonia,Serrano,Peña,2837114H,maria antonia.serrano.peña@gmail.com,954680084,687490932,2011-04-04,Desarrollo Web Full Stack,2023-10-25,Peñarrubia,Cantabria,Iglesia,62 1A,Testing con JavaScript,7
Francisco,Rojas,Carrasco,6995930C,francisco.rojas.carrasco@gmail.com,944241071,659700758,2002-12-02,Marketing Digital y Análisis de Datos,2023-09-29,Melque de Cercos,Segovia,Constitución,98 1B,Ecommerce – Plan de desarrollo y Estrategia,7
Francisco,Rojas,Carrasco,6995930C,francisco.rojas.carrasco@gmail.com,944241071,659700758,2002-12-02,Marketing Digital y Análisis de Datos,2023-09-29,Melque de Cercos,Segovia,Constitución,98 1B,SEO – Posicionamiento en buscadores,1
Francisco,Rojas,Carrasco,6995930C,francisco.rojas.carrasco@gmail.com,944241071,659700758,2002-12-02,Marketing Digital y Análisis de Datos,2023-09-29,Melque de Cercos,Segovia,Constitución,98 1B,"SEM, PPC, Display & Social Ads",0
Francisco,Rojas,Carrasco,6995930C,francisco.rojas.carrasco@gmail.com,944241071,659700758,2002-12-02,Marketing Digital y Análisis de Datos,2023-09-29,Melque de Cercos,Segovia,Constitución,98 1B,Email Marketing,9
Maria luisa,Peña,Morales,9210228Q,maria luisa.peña.morales@gmail.com,940155260,615284600,2005-07-27,Desarrollo Web Full Stack,2023-10-29,Rozalén del Monte,Cuenca,Sol,24 2A,Prompt Engineering,3
Maria luisa,Peña,Morales,9210228Q,maria luisa.peña.morales@gmail.com,940155260,615284600,2005-07-27,Desarrollo Web Full Stack,2023-10-29,Rozalén del Monte,Cuenca,Sol,24 2A,Git & GitHub,3
Maria luisa,Peña,Morales,9210228Q,maria luisa.peña.morales@gmail.com,940155260,615284600,2005-07-27,Desarrollo Web Full Stack,2023-10-29,Rozalén del Monte,Cuenca,Sol,24 2A,Modelado de datos & SQL,10
Maria luisa,Peña,Morales,9210228Q,maria luisa.peña.morales@gmail.com,940155260,615284600,2005-07-27,Desarrollo Web Full Stack,2023-10-29,Rozalén del Monte,Cuenca,Sol,24 2A,Introducción a JavaScript,9
Maria luisa,Peña,Morales,9210228Q,maria luisa.peña.morales@gmail.com,940155260,615284600,2005-07-27,Desarrollo Web Full Stack,2023-10-29,Rozalén del Monte,Cuenca,Sol,24 2A,Fundamentos de React,5
Maria luisa,Peña,Morales,9210228Q,maria luisa.peña.morales@gmail.com,940155260,615284600,2005-07-27,Desarrollo Web Full Stack,2023-10-29,Rozalén del Monte,Cuenca,Sol,24 2A,Desarrollo frontend con JavaScript,6
Maria luisa,Peña,Morales,9210228Q,maria luisa.peña.morales@gmail.com,940155260,615284600,2005-07-27,Desarrollo Web Full Stack,2023-10-29,Rozalén del Monte,Cuenca,Sol,24 2A,Web Components,6
Maria luisa,Peña,Morales,9210228Q,maria luisa.peña.morales@gmail.com,940155260,615284600,2005-07-27,Desarrollo Web Full Stack,2023-10-29,Rozalén del Monte,Cuenca,Sol,24 2A,Frontend PRO,6
Maria luisa,Peña,Morales,9210228Q,maria luisa.peña.morales@gmail.com,940155260,615284600,2005-07-27,Desarrollo Web Full Stack,2023-10-29,Rozalén del Monte,Cuenca,Sol,24 2A,Testing con JavaScript,1
